ResponseId,MainBranch,Age,Employment,RemoteWork,Check,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,TechDoc,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,BuildvsBuy,TechEndorse,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,EmbeddedHaveWorkedWith,EmbeddedWantToWorkWith,EmbeddedAdmired,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MiscTechAdmired,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,ToolsTechAdmired,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,NEWCollabToolsAdmired,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackAsyncAdmired,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,OfficeStackSyncAdmired,AISearchDevHaveWorkedWith,AISearchDevWantToWorkWith,AISearchDevAdmired,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOHow,SOComm,AISelect,AISent,AIBen,AIAcc,AIComplex,AIToolCurrently Using,AIToolInterested in Using,AIToolNot interested in Using,AINextMuch more integrated,AINextNo change,AINextMore integrated,AINextLess integrated,AINextMuch less integrated,AIThreat,AIEthics,AIChallenges,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Frustration,ProfessionalTech,ProfessionalCloud,ProfessionalQuestion,Industry,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,SurveyLength,SurveyEase,ConvertedCompYearly,JobSat
41408,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)",Apples,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)",Technical documentation;Written Tutorials;Stack Overflow;How-to videos,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,5,3,Student,NA,I have some influence,NA,NA,NA,United States of America,USD	United States dollar,NA,Bash/Shell (all shells);Fortran;Python,Bash/Shell (all shells);C;C++;Fortran;Python,Bash/Shell (all shells);Fortran;Python,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NumPy;Pandas,NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,NumPy;Pandas,Pip,Pip,Pip,Jupyter Notebook/JupyterLab;Sublime Text;Vim,Jupyter Notebook/JupyterLab;Sublime Text;Vim,Jupyter Notebook/JupyterLab;Sublime Text;Vim,Windows,MacOS;Other Linux-based,NA,NA,NA,Slack;Zoom,Slack;Zoom,Slack;Zoom,NA,NA,NA,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,Neutral,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,NA
41409,I am a developer by profession,18-24 years old,"Employed, full-time",In-person,Apples,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Books;Written Tutorials;Stack Overflow;How-to videos;Other (Please specify):,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,5,1,"Developer, full-stack","10,000 or more employees",I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Other (please specify):,Is set up to be customized and needs to be engineered into a usable product,APIs;Quality support system;Reputation for quality and excellence;Other:,United States of America,USD	United States dollar,121100,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript,Bash/Shell (all shells);Java;Python,Bash/Shell (all shells);Java;Python,MongoDB;Neo4J,MongoDB,MongoDB,Microsoft Azure,NA,NA,Angular;Express;Flask;Node.js;React;Spring Boot,Angular;Node.js,Angular;Node.js,NA,NA,NA,.NET Framework (1.0 - 4.8);NumPy;Pandas,NumPy;Pandas,NumPy;Pandas,Ansible;Docker;Gradle;npm;Pip,Docker;npm;Pip,Docker;npm;Pip,Jupyter Notebook/JupyterLab;Notepad++;Visual Studio;Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,Android;Windows,Red Hat;Windows,Jira,NA,NA,Mattermost;Microsoft Teams,Mattermost,Mattermost,NA,NA,NA,Stack Overflow;Stack Overflow Blog or Podcast,Daily or almost daily,No,NA,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,"No, not really","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,1,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Never,1-2 times a week,3-5 times a week,60-120 minutes a day,15-30 minutes a day,Amount of technical debt;Number of software tools in use;Complexity of tech stack for deployment;Complexity of tech stack for build;Maintaining security of code being produced;Reliability of tools/systems used in work,DevOps function;Automated testing;AI-assisted technology tool(s);Continuous integration (CI) and (more often) continuous delivery,On-prem,Traditional public search engine,Government,0,0,0,50,30,10,10,0,0,Appropriate in length,Easy,NA,5
41410,I am a developer by profession,45-54 years old,"Employed, full-time",Remote,Apples,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Social Media,Traditional public search engine,25,20,"Developer, back-end","10,000 or more employees",I have little or no influence,NA,Is ready-to-go but also customizable for growth and targeted use cases,NA,United States of America,USD	United States dollar,145000,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,NA,NA,NA,Amazon Web Services (AWS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Visual Studio Code,Visual Studio Code,Visual Studio Code,MacOS,MacOS,Jira;Smartsheet,NA,NA,Microsoft Teams;Slack,NA,NA,NA,NA,NA,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions,"No, not really","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,NA
41411,I am a developer by profession,18-24 years old,"Employed, full-time",Remote,Apples,Hobby,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Social Media;How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;AI;Certification videos,API document(s) and/or SDK document(s);Traditional public search engine;AI-powered search/dev tool (free),4,2,"Developer, desktop or enterprise applications",500 to 999 employees,I have some influence,Start a free trial;Ask developers I know/work with;Ask a generative AI tool;Read ratings or reviews on third party sites like G2 Crowd,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Integrated developer community;Frequent updates to features,Ukraine,UAH	Ukrainian hryvnia,10800,C;C++;HTML/CSS;JavaScript;Kotlin;Python;SQL;Swift,C++,C++,Microsoft SQL Server,NA,NA,NA,NA,NA,NA,NA,NA,CMake;MSVC;QMake,CMake;QMake,CMake;QMake,Qt,Qt,Qt,Docker;Google Test;Make;Ninja;Unreal Engine,Docker;Google Test;Unreal Engine,Docker;Google Test;Unreal Engine,Android Studio;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Qt Creator;Visual Studio;Visual Studio Code,Qt Creator;Visual Studio;Visual Studio Code,Qt Creator;Visual Studio;Visual Studio Code,Android;Ubuntu;Windows,Ubuntu;Windows,Asana;Jira;Trello,NA,NA,Discord;Google Meet;Microsoft Teams;Telegram;Zoom,NA,NA,ChatGPT,NA,NA,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,Quickly finding code solutions;Learning new-to-me technology/techniques,"No, not at all",Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Neither trust nor distrust,Very poor at handling complex tasks,Learning about a codebase;Project planning;Writing code;Documenting code;Testing code;Search for answers;Generating content or synthetic data,,Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Predictive analytics,Learning about a codebase,Project planning;Writing code;Documenting code;Testing code;Search for answers;Generating content or synthetic data,,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints,NA,Yes,Individual contributor,NA,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Never,3-5 times a week,Never,60-120 minutes a day,15-30 minutes a day,Amount of technical debt;Tracking my work;Showing my contributions;Maintaining security of code being produced;Patching/updating core components,NA,On-prem,Traditional public search engine,Software Development,50,0,60,60,80,80,80,80,80,Appropriate in length,Neither easy nor difficult,NA,8
41412,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification","Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);Social Media;How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;AI;Certification videos;Programming Games;Auditory material (e.g., podcasts)",API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free),27,22,Cloud infrastructure engineer,100 to 499 employees,I have some influence,Start a free trial;Ask developers I know/work with;Ask a generative AI tool;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Integrated developer community;Reputation for quality and excellence;Frequent updates to features;Connected to an open source project,Brazil,BRL	Brazilian real,500000,Bash/Shell (all shells);C;Go;Groovy;Java;PowerShell;Python;SQL,Bash/Shell (all shells);C;Go;Java;PowerShell;Python;SQL,Bash/Shell (all shells);C;Go;Java;PowerShell;Python;SQL,Cassandra;Databricks SQL;Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis,Cosmos DB;Databricks SQL;Dynamodb;Elasticsearch;InfluxDB;PostgreSQL;Redis,Databricks SQL;Dynamodb;Elasticsearch;PostgreSQL;Redis,Amazon Web Services (AWS);Databricks;Firebase;Google Cloud,Amazon Web Services (AWS);Databricks,Amazon Web Services (AWS);Databricks,AngularJS;Express;Spring Boot,NA,NA,CMake;cppunit;LLVM's Clang,CMake;cppunit;LLVM's Clang;Micronaut,CMake;cppunit;LLVM's Clang,Apache Kafka;Apache Spark;Quarkus;RabbitMQ,Apache Kafka;OpenGL;Pandas;Quarkus;RabbitMQ;TensorFlow,Apache Kafka;Quarkus;RabbitMQ,Docker;Gradle;Homebrew;Kubernetes;Maven (build tool);npm;Pacman;Pip;Terraform;Yarn,Docker;Gradle;Homebrew;Kubernetes;Maven (build tool);npm;Pip;Terraform;Yarn,Docker;Gradle;Homebrew;Kubernetes;Maven (build tool);npm;Pip;Terraform;Yarn,IntelliJ IDEA;Vim;Visual Studio Code,CLion;DataGrip;Vim;Visual Studio Code,Vim;Visual Studio Code,Android;MacOS;Windows;Windows Subsystem for Linux (WSL),MacOS,Confluence;GitHub Discussions;Jira;Markdown File,Confluence;GitHub Discussions;Jira;Markdown File,Confluence;GitHub Discussions;Jira;Markdown File,Google Meet;Microsoft Teams;Slack;Whatsapp;Zoom,Slack;Whatsapp;Zoom,Slack;Whatsapp;Zoom,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"Yes, somewhat",Yes,Favorable,Increase productivity;Improve collaboration;Speed up learning,Somewhat distrust,Bad at handling complex tasks,Learning about a codebase;Writing code;Debugging and getting help;Search for answers;Generating content or synthetic data,Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring,Predictive analytics,,Debugging and getting help;Search for answers;Generating content or synthetic data,Learning about a codebase;Writing code,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints,Don’t trust the output or answers;We don’t have the right policies in place to reduce security risks;Other (please specify):,Yes,Individual contributor,20,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Agree,1-2 times a week,10+ times a week,Never,15-30 minutes a day,30-60 minutes a day,Amount of technical debt;Number of software tools in use;Reliability of tools/systems used in work,DevOps function;Automated testing;Observability tools;Knowledge sharing community;AI-assisted technology tool(s);Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Internal Developer portal,Other:,8,2,5,15,20,10,20,5,15,Too short,Neither easy nor difficult,NA,8
41413,I am a developer by profession,18-24 years old,"Student, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time","Hybrid (some remote, some in-person)",Apples,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Books;Written Tutorials;Social Media,API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base,10,3,"Developer, back-end",2 to 9 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Out-of-the-box is ready to go with little need for customization,Other:,Italy,EUR European Euro,NA,HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,Java;Kotlin;SQL,Java;Kotlin;SQL,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Cloudflare;Hetzner;Oracle Cloud Infrastructure (OCI);OVH;Render,Cloudflare;Hetzner;OVH,Cloudflare;Hetzner;OVH,Htmx;jQuery;Laravel;Play Framework,Htmx;jQuery,Htmx;jQuery,Arduino,Arduino,Arduino,Ktor,Ktor,Ktor,Gradle,Gradle,Gradle,IntelliJ IDEA,IntelliJ IDEA,IntelliJ IDEA,Arch,Arch,Obsidian;YouTrack,YouTrack,YouTrack,Discord;Telegram,Discord;Telegram,Discord;Telegram,GitHub Copilot,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Engage with community by commenting on questions and answers or voting on questions and answers,Neutral,Yes,Very favorable,Increase productivity;Greater efficiency;Improve accuracy in coding;Make workload more manageable,Neither trust nor distrust,Bad at handling complex tasks,Writing code;Documenting code;Testing code,Search for answers,Learning about a codebase;Project planning;Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Other (please specify):,Documenting code,,Writing code;Testing code,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints;Energy demand,Don’t trust the output or answers,Yes,People manager,5,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,1-2 times a week,1-2 times a week,3-5 times a week,15-30 minutes a day,30-60 minutes a day,Amount of technical debt;Number of software tools in use,AI-assisted technology tool(s);Continuous integration (CI) and (more often) continuous delivery,Hybrid (on-prem and cloud),A coworker,Software Development,30,15,10,0,30,10,5,0,0,Too long,Neither easy nor difficult,NA,8
41414,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed",Remote,Apples,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Written Tutorials,API document(s) and/or SDK document(s);First-party knowledge base,25,25,"Developer, full-stack",100 to 499 employees,I have some influence,Ask developers I know/work with,Is set up to be customized and needs to be engineered into a usable product,Customization;Reputation for quality and excellence,Germany,EUR European Euro,120000,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;PHP;SQL,MySQL,MySQL;SQLite,MySQL,Cloudflare,Cloudflare,Cloudflare,WordPress,WordPress,WordPress,NA,NA,NA,NA,NA,NA,Homebrew;Webpack,Homebrew;Webpack,Homebrew;Webpack,Sublime Text,Sublime Text,Sublime Text,MacOS,MacOS,NA,NA,NA,Signal;Slack;Telegram;Zoom,Signal;Slack;Telegram;Zoom,Signal;Slack;Telegram;Zoom,ChatGPT,ChatGPT,ChatGPT,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,Quickly finding code solutions,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,25,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Disagree,Never,1-2 times a week,Never,15-30 minutes a day,30-60 minutes a day,Amount of technical debt;Complexity of tech stack for deployment;Complexity of tech stack for build;Reliability of tools/systems used in work,DevOps function;Automated testing;Knowledge sharing community;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Traditional public search engine,Software Development,100,100,50,100,50,10,10,0,0,Too long,Neither easy nor difficult,NA,8
41415,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby;School or academic work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Written Tutorials;Stack Overflow;Coding sessions (live or recorded);Social Media;How-to videos;Video-based Online Courses;Written-based Online Courses,NA,10,7,Academic researcher,10 to 19 employees,I have some influence,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Is ready-to-go but also customizable for growth and targeted use cases,Integrated developer community;Quality support system;Reputation for quality and excellence,New Zealand,NZD	New Zealand dollar,94000,Bash/Shell (all shells);C++;GDScript;HTML/CSS;JavaScript;Julia;Lua;MATLAB;Python;R,Bash/Shell (all shells);C++;GDScript;Go;Julia;Lua;Python;R;Rust;Swift;TypeScript;Zig,Bash/Shell (all shells);C++;GDScript;Julia;Lua;Python;R,MongoDB;MySQL,MongoDB;MySQL;PostgreSQL;SQLite,MongoDB;MySQL,Amazon Web Services (AWS);Google Cloud,"Cloudflare;Firebase;Linode, now Akamai",NA,Node.js,NA,NA,CMake;GNU GCC;Rasberry Pi;SCons,Arduino;CMake;GNU GCC;Rasberry Pi,CMake;GNU GCC;Rasberry Pi,CUDA;GTK;JAX;Keras;NumPy;OpenGL;Pandas;Qt;Scikit-Learn;TensorFlow;Tidyverse;Torch/PyTorch,CUDA;Keras;NumPy;Pandas;Qt;Scikit-Learn;TensorFlow;Tidyverse;Torch/PyTorch,CUDA;Keras;NumPy;Pandas;Qt;Scikit-Learn;TensorFlow;Tidyverse;Torch/PyTorch,Godot;Make;Pip,Docker;Homebrew;Unity 3D,NA,IPython;Jupyter Notebook/JupyterLab;Neovim;RStudio;Vim;Visual Studio Code,Helix;Neovim;RStudio;Vim;Xcode,Neovim;RStudio;Vim,iOS;iPadOS;MacOS,Fedora;MacOS;Red Hat;Ubuntu,Markdown File;Obsidian,Obsidian,Obsidian,Slack;Zoom,Slack;Zoom,Slack;Zoom,ChatGPT;Codeium,GitHub Copilot;Google Gemini;Meta AI;WolframAlpha,NA,Stack Overflow;Stack Exchange;Stack Overflow Blog or Podcast,A few times per week,Yes,Less than once per month or monthly,Quickly finding code solutions;Learning new-to-me technology/techniques,"No, not really","No, but I plan to soon",Unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Imitating a person's likeness,"Don’t trust the output or answers;They create more work (more code/PRs to review, etc.)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Neither easy nor difficult,NA,NA
41416,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,Apples,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;On the job training;School (i.e., University, College, etc);Online Courses or Certification;Friend or family member",NA,NA,9,7,"Developer, full-stack",100 to 499 employees,I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Is ready-to-go but also customizable for growth and targeted use cases,Quality support system;Reputation for quality and excellence;Frequent updates to features,Ukraine,USD	United States dollar,NA,Go;HTML/CSS;JavaScript;TypeScript,Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,Go;HTML/CSS;JavaScript;TypeScript,Dynamodb;Elasticsearch,MongoDB;MySQL,NA,Amazon Web Services (AWS),NA,NA,Node.js;React,Node.js;React,Node.js;React,NA,NA,NA,NA,NA,NA,Docker;npm;Visual Studio Solution;Webpack;Yarn,Docker;npm;Visual Studio Solution;Webpack;Yarn,Docker;npm;Visual Studio Solution;Webpack;Yarn,Goland;Visual Studio Code,Goland;Visual Studio Code,Goland;Visual Studio Code,MacOS,MacOS,Confluence;Jira,Confluence;Jira,Confluence;Jira,Google Chat;Google Meet;Telegram,Google Chat;Google Meet;Telegram,Google Chat;Google Meet;Telegram,ChatGPT,ChatGPT,ChatGPT,Stack Overflow,A few times per month or weekly,Not sure/can't remember,NA,Quickly finding code solutions,"No, not really",Yes,Favorable,Speed up learning;Improve accuracy in coding,Neither trust nor distrust,Neither good or bad at handling complex tasks,Writing code;Testing code;Committing and reviewing code;Search for answers,Documenting code;Debugging and getting help,Learning about a codebase;Project planning;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,,Committing and reviewing code,Writing code;Testing code;Search for answers,,,I'm not sure,Circulating misinformation or disinformation,Don’t trust the output or answers;Not everyone uses them,Yes,People manager,8,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Number of software tools in use;Complexity of tech stack for deployment;Complexity of tech stack for build,DevOps function;Automated testing;Observability tools;Developer portal or other central places to find tools/services,Hybrid (on-prem and cloud),A coworker,"Internet, Telecomm or Information Services",20,0,20,50,10,0,0,0,0,Too long,Difficult,NA,6
41417,I code primarily as a hobby,Under 18 years old,"Student, full-time",NA,Apples,NA,Primary/elementary school,"Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;How-to videos;Video-based Online Courses,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine;AI-powered search/dev tool (free),4,NA,Student,NA,NA,NA,NA,NA,United States of America,NA,NA,C;GDScript;JavaScript;Python,C;JavaScript;Python,C;JavaScript;Python,NA,NA,NA,NA,NA,NA,NA,NA,NA,GNU GCC;LLVM's Clang,GNU GCC;LLVM's Clang,GNU GCC;LLVM's Clang,OpenGL,CUDA;OpenGL,OpenGL,Godot;Pip,Pip,Pip,Neovim,Neovim,Neovim,Debian;Windows,,NA,NA,NA,Discord,Discord,Discord,ChatGPT,ChatGPT,ChatGPT,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,Quickly finding code solutions;Learning new-to-me technology/techniques,"No, not really","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,NA
