ResponseId,MainBranch,Age,Employment,RemoteWork,Check,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,TechDoc,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,BuildvsBuy,TechEndorse,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,EmbeddedHaveWorkedWith,EmbeddedWantToWorkWith,EmbeddedAdmired,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MiscTechAdmired,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,ToolsTechAdmired,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,NEWCollabToolsAdmired,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackAsyncAdmired,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,OfficeStackSyncAdmired,AISearchDevHaveWorkedWith,AISearchDevWantToWorkWith,AISearchDevAdmired,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOHow,SOComm,AISelect,AISent,AIBen,AIAcc,AIComplex,AIToolCurrently Using,AIToolInterested in Using,AIToolNot interested in Using,AINextMuch more integrated,AINextNo change,AINextMore integrated,AINextLess integrated,AINextMuch less integrated,AIThreat,AIEthics,AIChallenges,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Frustration,ProfessionalTech,ProfessionalCloud,ProfessionalQuestion,Industry,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,SurveyLength,SurveyEase,ConvertedCompYearly,JobSat
45440,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Blogs;Books;Written Tutorials;Coding sessions (live or recorded);Social Media;How-to videos;Interactive tutorial;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Programming Games",API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine,28,20,"Developer, desktop or enterprise applications",I don’t know,I have little or no influence,Other (please specify):,NA,NA,United States of America,USD	United States dollar,102000,Bash/Shell (all shells);C;C#;C++;Lisp;PowerShell;Python;SQL,Bash/Shell (all shells);C;Lisp,Bash/Shell (all shells);C;Lisp,SQLite,SQLite,SQLite,NA,NA,NA,NA,NA,NA,GNU GCC;Meson;MSVC;Ninja,GNU GCC;Meson;MSVC;Ninja,GNU GCC;Meson;MSVC;Ninja,.NET Framework (1.0 - 4.8);GTK,.NET (5+) ,NA,Google Test;MSBuild;Ninja;Visual Studio Solution,Google Test;Ninja;Nix,Google Test;Ninja,Emacs;Visual Studio;Visual Studio Code,Emacs,Emacs,Other Linux-based,Windows,Confluence;Doxygen;Jira;Markdown File,Jira,Jira,Microsoft Teams;Ringcentral,IRC,NA,NA,NA,NA,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not really","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,20,Agree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Never,1-2 times a week,Never,Less than 15 minutes a day,15-30 minutes a day,Amount of technical debt;Number of software tools in use,Automated testing,Hybrid (on-prem and cloud),Traditional public search engine,Manufacturing,0,0,0,25,25,0,50,0,0,Appropriate in length,Neither easy nor difficult,NA,8
45441,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,Apples,Hobby,Some college/university study without earning a degree,"Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);How-to videos;Interactive tutorial;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;AI-powered search/dev tool (paid),11,9,Blockchain,10 to 19 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Ask a generative AI tool,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Reputation for quality and excellence,Poland,PLN	Polish zloty,410000,C#;JavaScript;TypeScript,JavaScript;Rust;TypeScript,JavaScript;TypeScript,PostgreSQL,PostgreSQL,PostgreSQL,Vercel,Vercel,Vercel,Next.js;Node.js;React,Next.js;Node.js;React,Next.js;Node.js;React,NA,NA,NA,NA,NA,NA,Homebrew;npm;Webpack;Yarn,Homebrew;npm;Webpack;Yarn,Homebrew;npm;Webpack;Yarn,Visual Studio Code,Visual Studio Code,Visual Studio Code,MacOS,MacOS,NA,NA,NA,Discord;Google Meet;Microsoft Teams;Signal;Telegram;Whatsapp;Zoom,Discord;Google Meet;Microsoft Teams;Signal;Telegram;Whatsapp;Zoom,Discord;Google Meet;Microsoft Teams;Signal;Telegram;Whatsapp;Zoom,OpenAI Codex,OpenAI Codex,OpenAI Codex,Stack Overflow,A few times per month or weekly,No,NA,Quickly finding code solutions,"No, not really",Yes,Indifferent,Increase productivity;Greater efficiency;Improve collaboration;Speed up learning;Make workload more manageable,Neither trust nor distrust,Neither good or bad at handling complex tasks,Learning about a codebase;Debugging and getting help,Project planning;Writing code;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data,,,Learning about a codebase;Debugging and getting help,,,,No,Circulating misinformation or disinformation,Don’t trust the output or answers,Yes,Individual contributor,10,Strongly agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Never,1-2 times a week,Never,15-30 minutes a day,30-60 minutes a day,Complexity of tech stack for deployment,Automated testing;Knowledge sharing community,Hybrid (on-prem and cloud),A coworker,Banking/Financial Services,30,30,0,0,0,0,20,10,0,Too long,Easy,NA,10
45442,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Written Tutorials;Video-based Online Courses;Written-based Online Courses,NA,10,10,"Developer, front-end","10,000 or more employees",I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,NA,United States of America,USD	United States dollar,132000,Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Go;Java;JavaScript;Python;SQL;TypeScript,Go;Java;JavaScript;Python;SQL;TypeScript,MySQL,MySQL;PostgreSQL,MySQL,NA,NA,NA,Node.js;React,Node.js;React,Node.js;React,NA,NA,NA,NA,NA,NA,Docker;Kubernetes;Pip;Vite;Webpack;Yarn,Docker;Kubernetes;Pip;Vite;Yarn,Docker;Kubernetes;Pip;Vite;Yarn,Visual Studio Code;VSCodium,Visual Studio Code;VSCodium,Visual Studio Code;VSCodium,MacOS,Ubuntu;Windows,Confluence;Jira,NA,NA,Microsoft Teams,NA,NA,Codeium;GitHub Copilot,Codeium;GitHub Copilot,Codeium;GitHub Copilot,Stack Overflow,A few times per week,No,NA,Quickly finding code solutions,"No, not at all","No, but I plan to soon",Favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Circulating misinformation or disinformation;Biased results that do not represent diverse viewpoints;Imitating a person's likeness,We don’t have the right policies in place to reduce security risks;Other (please specify):,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,NA
45443,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Apples,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification;Other (please specify):",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Social Media;How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;Certification videos,API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free);AI-powered search/dev tool (paid),30,25,Engineering manager,"1,000 to 4,999 employees",I have some influence,Start a free trial;Ask developers I know/work with;Ask a generative AI tool;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Integrated developer community;Reputation for quality and excellence;Other:,Poland,PLN	Polish zloty,16500,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;MicroPython;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Cosmos DB;InfluxDB;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Cosmos DB;Databricks SQL;InfluxDB;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Cosmos DB;InfluxDB;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Microsoft Azure,Databricks;Google Cloud;Microsoft Azure;PythonAnywhere,Microsoft Azure,Angular;ASP.NET;ASP.NET CORE;Express;Flask;jQuery;Node.js;React,Angular;ASP.NET;ASP.NET CORE;Blazor;Deno;Express;Flask;Next.js;Node.js;React;Vue.js,Angular;ASP.NET;ASP.NET CORE;Express;Flask;Node.js;React,Arduino;PlatformIO;Rasberry Pi,Arduino;doctest;PlatformIO;Rasberry Pi,Arduino;PlatformIO;Rasberry Pi,.NET (5+) ;.NET Framework (1.0 - 4.8);Electron;NumPy;RabbitMQ,.NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;Apache Kafka;Apache Spark;Hugging Face Transformers;RabbitMQ,.NET (5+) ;.NET Framework (1.0 - 4.8);RabbitMQ,Chocolatey;Composer;Docker;MSBuild;npm;NuGet;Pip;Visual Studio Solution,Chocolatey;Composer;Docker;MSBuild;npm;NuGet;Pip;Visual Studio Solution,Chocolatey;Composer;Docker;MSBuild;npm;NuGet;Pip;Visual Studio Solution,Nano;Notepad++;Visual Studio;Visual Studio Code;VSCodium,Nano;Notepad++;Visual Studio;Visual Studio Code;VSCodium,Nano;Notepad++;Visual Studio;Visual Studio Code;VSCodium,Debian;Ubuntu;Windows;Windows Subsystem for Linux (WSL);Other (please specify):,Ubuntu;Windows;Windows Subsystem for Linux (WSL),Lucid;Markdown File;Miro;Wikis,Lucid;Markdown File;Miro;Wikis,Lucid;Markdown File;Miro;Wikis,Discord;Google Chat;Microsoft Teams;Signal;Whatsapp;Zoom,Discord;Google Chat;Microsoft Teams;Signal;Whatsapp;Zoom,Discord;Google Chat;Microsoft Teams;Signal;Whatsapp;Zoom,ChatGPT;Perplexity AI;Whispr AI,ChatGPT;GitHub Copilot;Google Gemini;Perplexity AI;Visual Studio Intellicode;Whispr AI,ChatGPT;Perplexity AI;Whispr AI,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,Neutral,Yes,Unfavorable,Increase productivity;Greater efficiency;Improve collaboration;Improve accuracy in coding;Make workload more manageable,Highly distrust,Bad at handling complex tasks,Writing code;Search for answers;Generating content or synthetic data,Learning about a codebase;Project planning;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,,Writing code;Search for answers;Generating content or synthetic data,,,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Other (please specify):,"AI tools lack context of codebase,  internal architecture, and/or company knowledge;Lack of proper training and education on new tools;Lack of executive buy-in;Not everyone uses them;We don’t have the right policies in place to reduce security risks",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,NA
45444,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Somewhat distrust,"Good, but not great at handling complex tasks",Project planning;Writing code;Documenting code;Debugging and getting help;Search for answers,Learning about a codebase,Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,Project planning;Writing code;Documenting code;Debugging and getting help;Search for answers,,,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints,Don’t trust the output or answers;Lack of proper training and education on new tools;Not everyone uses them;We don’t have the right policies in place to reduce security risks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45445,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):,NA,NA,35,24,"Senior Executive (C-Suite, VP, etc.)","10,000 or more employees",I have a great deal of influence,Other (please specify):,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Connected to an open source project;Other:,United States of America,USD	United States dollar,NA,Bash/Shell (all shells);C#;Go;JavaScript;PowerShell;Python;Ruby;Rust;SQL;TypeScript,Bash/Shell (all shells);C#;Go;JavaScript;PowerShell;Python;Ruby;Rust;SQL;TypeScript,Bash/Shell (all shells);C#;Go;JavaScript;PowerShell;Python;Ruby;Rust;SQL;TypeScript,Elasticsearch;PostgreSQL;Redis;SQLite,Elasticsearch;PostgreSQL;Redis;SQLite,Elasticsearch;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Microsoft Azure;OpenStack,Amazon Web Services (AWS);Microsoft Azure;OpenStack,Amazon Web Services (AWS);Microsoft Azure;OpenStack,Node.js;React,Node.js;React,Node.js;React,NA,NA,NA,Electron,Tauri,NA,Docker;Homebrew;Kubernetes;npm;Pip;Terraform,Docker;Homebrew;Kubernetes;Nix;npm;Pip;Terraform,Docker;Homebrew;Kubernetes;npm;Pip;Terraform,Visual Studio Code,Visual Studio Code,Visual Studio Code,Windows,MacOS,Confluence;GitHub Discussions;Jira,GitHub Discussions,GitHub Discussions,Discord;Google Meet;Microsoft Teams;Zoom,Discord;Google Meet;Microsoft Teams;Zoom,Discord;Google Meet;Microsoft Teams;Zoom,GitHub Copilot;Meta AI,GitHub Copilot;Meta AI,GitHub Copilot;Meta AI,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Quickly finding code solutions,"No, not really",Yes,Favorable,Increase productivity;Greater efficiency;Other (please specify):,Neither trust nor distrust,Neither good or bad at handling complex tasks,Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Search for answers,Deployment and monitoring;Predictive analytics,Project planning;Generating content or synthetic data,,,Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Search for answers,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Imitating a person's likeness,"AI tools lack context of codebase,  internal architecture, and/or company knowledge;Other (please specify):",Yes,Individual contributor,30,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Disagree,10+ times a week,10+ times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,None of these,DevOps function;Automated testing;Observability tools;Knowledge sharing community;AI-assisted technology tool(s);Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Innersource initiative,Hybrid (on-prem and cloud),Traditional public search engine,Banking/Financial Services,20,10,0,30,10,10,10,10,0,Appropriate in length,Neither easy nor difficult,NA,8
45446,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Bootstrapping a business,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Technical documentation;Written Tutorials;How-to videos;Video-based Online Courses;AI,API document(s) and/or SDK document(s);Traditional public search engine;AI-powered search/dev tool (free),7,6,"Developer, front-end",20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Integrated developer community;Reputation for quality and excellence,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,68000,C#;Go;HTML/CSS;JavaScript;TypeScript,TypeScript,TypeScript,Cloud Firestore;PostgreSQL;Supabase,PostgreSQL;Supabase,PostgreSQL;Supabase,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure;Supabase,Firebase;Google Cloud;Supabase,Firebase;Google Cloud;Supabase,Angular;ASP.NET;Next.js;Node.js;Nuxt.js;React;Svelte;Vue.js,Svelte;Vue.js,Svelte;Vue.js,NA,NA,NA,.NET (5+) ;Ionic;React Native,NA,NA,Docker;npm;Vite;Webpack;Yarn,Yarn,Yarn,Android Studio;Vim;Visual Studio Code;Xcode,Vim;Visual Studio Code,Vim;Visual Studio Code,MacOS,MacOS;Windows,Azure Devops;Jira;Miro,NA,NA,Microsoft Teams,NA,NA,ChatGPT;GitHub Copilot;Tabnine,NA,NA,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not really",Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning,Highly distrust,Very poor at handling complex tasks,Debugging and getting help;Search for answers,,Learning about a codebase;Project planning;Writing code;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,,Debugging and getting help;Search for answers,,,,No,Circulating misinformation or disinformation;Imitating a person's likeness;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,Individual contributor,6,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,1-2 times a week,1-2 times a week,1-2 times a week,60-120 minutes a day,30-60 minutes a day,None of these,Knowledge sharing community;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Traditional public search engine,Software Development,7,0,15,25,24,24,5,0,0,Appropriate in length,Easy,NA,9
45447,I am a developer by profession,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,Apples,Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;How-to videos;Video-based Online Courses;AI,API document(s) and/or SDK document(s);User guides or README files found in the source repository,22,17,"Developer, full-stack",100 to 499 employees,I have some influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd;Research companies that have advertised on sites I visit,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Integrated developer community;Reputation for quality and excellence,France,EUR European Euro,130000,C#;Go;Groovy;HTML/CSS;Java;Kotlin;Lua;Scala;TypeScript,C#;Kotlin;Scala;TypeScript,C#;Kotlin;Scala;TypeScript,Dynamodb;Elasticsearch,Dynamodb;Elasticsearch,Dynamodb;Elasticsearch,Amazon Web Services (AWS),Amazon Web Services (AWS),Amazon Web Services (AWS),React,React,React,NA,NA,NA,.NET (5+) ,.NET (5+) ,.NET (5+) ,Docker;Gradle;Maven (build tool);MSBuild;npm;NuGet;Terraform;Unity 3D;Yarn,Docker;Gradle;Maven (build tool);MSBuild;npm;NuGet;Terraform;Unity 3D;Yarn,Docker;Gradle;Maven (build tool);MSBuild;npm;NuGet;Terraform;Unity 3D;Yarn,Goland;IntelliJ IDEA;Rider;Sublime Text;WebStorm,IntelliJ IDEA;Rider;Sublime Text;WebStorm,IntelliJ IDEA;Rider;Sublime Text;WebStorm,MacOS,MacOS,Confluence;Jira;Miro;Notion;Trello,Confluence;Jira;Miro;Notion;Trello,Confluence;Jira;Miro;Notion;Trello,Slack;Zoom,Slack;Zoom,Slack;Zoom,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,NA,Quickly finding code solutions;Learning new-to-me technology/techniques,"No, not really",Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Somewhat trust,Bad at handling complex tasks,Writing code;Debugging and getting help;Search for answers,Learning about a codebase;Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring,Predictive analytics;Generating content or synthetic data;Other (please specify):,,,Writing code;Debugging and getting help;Search for answers,,,I'm not sure,Replacing jobs without options for new employment opportunities;Imitating a person's likeness,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;Not everyone uses them",Yes,Individual contributor,17,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,3-5 times a week,6-10 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Amount of technical debt;Complexity of tech stack for build;Reliability of tools/systems used in work,DevOps function;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Traditional public search engine,Media & Advertising Services,15,0,0,20,30,20,15,0,0,Too long,Easy,NA,8
45448,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;School (i.e., University, College, etc);Online Courses or Certification",NA,NA,15,10,"Developer, full-stack",10 to 19 employees,I have some influence,Start a free trial;Ask developers I know/work with,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Quality support system;Reputation for quality and excellence,Switzerland,CHF	Swiss franc,134000,Bash/Shell (all shells);JavaScript;Python;TypeScript,Go;Rust;TypeScript,TypeScript,BigQuery;PostgreSQL;Redis,PostgreSQL;Redis,PostgreSQL;Redis,Google Cloud,Google Cloud,Google Cloud,Django;Node.js;React,Next.js;Node.js;Nuxt.js,Node.js,NA,NA,NA,Pandas,Apache Kafka,NA,Docker;Kubernetes;Make;npm;pnpm;Terraform;Vite,Docker;Kubernetes;Make;npm;pnpm;Terraform;Vite,Docker;Kubernetes;Make;npm;pnpm;Terraform;Vite,PyCharm;WebStorm,PyCharm;WebStorm,PyCharm;WebStorm,Windows,Ubuntu,GitHub Discussions;Markdown File;Miro;Notion,GitHub Discussions;Markdown File;Notion,GitHub Discussions;Markdown File;Notion,Google Meet;Slack;Telegram;Zoom,Google Meet;Slack;Zoom,Google Meet;Slack;Zoom,NA,NA,NA,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not really","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,10,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,1-2 times a week,3-5 times a week,1-2 times a week,15-30 minutes a day,Less than 15 minutes a day,Amount of technical debt,Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),A coworker,Software Development,5,0,10,30,15,15,5,5,15,Appropriate in length,Easy,NA,8
45449,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time",Remote,Apples,Hobby;School or academic work;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);Interactive tutorial;Video-based Online Courses;Written-based Online Courses;AI;Certification videos;Online challenges (e.g., daily or weekly coding challenges)",User guides or README files found in the source repository;First-party knowledge base,20,14,DevOps specialist,10 to 19 employees,I have some influence,Start a free trial,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Integrated developer community;Reputation for quality and excellence;Frequent updates to features;Connected to an open source project,Germany,EUR European Euro,80000,Bash/Shell (all shells);Dart;Go;Java;JavaScript;PHP;Python;SQL,Dart;Haskell;Python;Rust,Dart;Python,Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,NA,NA,Amazon Web Services (AWS);Cloudflare;Colocation;Hetzner;Managed Hosting;Microsoft Azure;Oracle Cloud Infrastructure (OCI);VMware,Hetzner;Managed Hosting,Hetzner;Managed Hosting,WordPress,NA,NA,Arduino;Rasberry Pi,NA,NA,Flutter;Hugging Face Transformers;Pandas,Flutter;Hugging Face Transformers;Pandas,Flutter;Hugging Face Transformers;Pandas,Ansible;APT;Chocolatey;Docker;Kubernetes;Make;Pacman;Pip;Podman;Puppet;Terraform,Ansible;APT;Chocolatey;Docker;Kubernetes;Pacman;Pip;Podman;Terraform,Ansible;APT;Chocolatey;Docker;Kubernetes;Pacman;Pip;Podman;Terraform,Eclipse;Vim;Visual Studio Code,Eclipse;Vim;Visual Studio Code,Eclipse;Vim;Visual Studio Code,Android;Arch;Windows;Windows Subsystem for Linux (WSL),Arch;Debian;Other Linux-based;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Confluence;Jira,NA,NA,Microsoft Teams;Rocketchat;Slack;Telegram;Whatsapp,Rocketchat;Telegram,Rocketchat;Telegram,ChatGPT,NA,NA,Stack Overflow;Stack Exchange,A few times per month or weekly,No,NA,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not really","No, but I plan to soon",Indifferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data,Don’t trust the output or answers;Lack of proper training and education on new tools,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Neither easy nor difficult,NA,NA
