ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
1511,I am a developer by profession,Employed full-time,Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School,15,7,"Developer, mobile;Developer, full-stack;Developer, QA or test","10,000 or more employees",EUR European Euro,79000,Yearly,Java;Kotlin,Kotlin,NA,NA,AWS,NA,NA,NA,NA,NA,Git,Git,Android Studio;IntelliJ;Notepad++;Sublime Text,Android Studio;IntelliJ;Notepad++;Sublime Text,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,85397
1512,I am a developer by profession,Employed full-time,United States of America,Massachusetts,NA,"Other doctoral degree (Ph.D., Ed.D., etc.)",5 - 10 years,Friend or family member,16,2,"Developer, full-stack","1,000 to 4,999 employees",USD	United States dollar,123000,Yearly,C++;Go;HTML/CSS;JavaScript;Node.js;Python,Rust;TypeScript,Elasticsearch;MongoDB;Redis,NA,DigitalOcean,NA,Express;Vue.js,NA,NA,NA,Ansible;Docker;Git,NA,Android Studio;Vim;Visual Studio Code,NA,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",Yes,25-34 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Easy,123000
1513,I am a developer by profession,Employed full-time,Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Friend or family member,12,10,"Engineer, data","1,000 to 4,999 employees",EUR European Euro,90000,Yearly,Bash/Shell;Scala,Bash/Shell;Scala,NA,NA,Microsoft Azure,Microsoft Azure,NA,NA,Apache Spark;Hadoop,Apache Spark;Hadoop,Git;Yarn,Git;Yarn,IntelliJ;Vim,IntelliJ;Vim,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow,Multiple times per day,Yes,Multiple times per day,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,97288
1514,I am a developer by profession,"Independent contractor, freelancer, or self-employed",United States of America,Florida,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School;Online Courses or Certification;Colleague,19,13,"Data scientist or machine learning specialist;Developer, back-end;Database administrator","Just me - I am a freelancer, sole proprietor, etc.",USD	United States dollar,105000,Yearly,Bash/Shell;Java;JavaScript;Perl;Python;R,Bash/Shell;Java;JavaScript;Perl;Python;R,MySQL;PostgreSQL,MySQL;PostgreSQL,AWS,AWS,Flask;jQuery,Flask;jQuery,NA,NA,Docker;Git,Docker;Git,Eclipse;Notepad++;Vim,Eclipse;Notepad++;Vim,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow,Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely",No,35-44 years old,Man,No,NA,NA,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,105000
1515,I am a developer by profession,Employed full-time,United States of America,Illinois,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",16,13,"Developer, full-stack","1,000 to 4,999 employees",USD	United States dollar,267320,Yearly,Bash/Shell;Elixir;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript,Elixir;Go;HTML/CSS;Java;JavaScript;Node.js;Ruby;Scala;SQL;TypeScript,PostgreSQL,DynamoDB;Elasticsearch;PostgreSQL,NA,NA,Angular;Angular.js;Express;React.js;Spring,Express;React.js;Ruby on Rails;Spring;Vue.js,NA,NA,Docker;Git,Docker;Git;Kubernetes;Puppet;Terraform,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,I have autism / an autism spectrum disorder (e.g. Asperger's),Appropriate in length,Easy,267320
1516,I am a developer by profession,Employed full-time,France,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague",10,4,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,EUR European Euro,NA,NA,C;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript,Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript,Couchbase;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Cassandra;Couchbase;DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,DigitalOcean;Google Cloud Platform;Heroku,AWS;Google Cloud Platform;Heroku;Microsoft Azure;Oracle Cloud Infrastructure,Angular;jQuery;Laravel;React.js;Spring,Angular;Django;Drupal;Express;Flask;Gatsby;Laravel;React.js;Ruby on Rails;Spring;Svelte;Symfony;Vue.js,React Native,Apache Spark;Cordova;Hadoop;NumPy;React Native;TensorFlow;Torch/PyTorch,Docker;Git;Yarn,Ansible;Docker;Git;Kubernetes;Yarn,Android Studio;Eclipse;IntelliJ;NetBeans;Notepad++;PHPStorm;PyCharm;Visual Studio;Visual Studio Code,Android Studio;Eclipse;IntelliJ;PHPStorm;PyCharm;RStudio;Visual Studio Code;Xcode,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",Yes,25-34 years old,Man,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
1517,I am a developer by profession,Employed full-time,India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member",12,2,"Developer, mobile;Developer, full-stack;Developer, back-end",20 to 99 employees,INR	Indian rupee,264000,Yearly,Java;Kotlin;SQL,Kotlin;Objective-C;Python;Swift,MySQL;SQLite,Elasticsearch;Firebase,NA,NA,Spring,Angular,NA,NA,Git,Ansible;Docker;Git;Kubernetes;Unity 3D;Unreal Engine,Android Studio;Eclipse;IntelliJ;Notepad++,Android Studio;IntelliJ,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,"South Asian;Or, in your own words:",None of the above,None of the above,Too long,Easy,3686
1518,I am a developer by profession,Employed full-time,Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School;Online Forum;Online Courses or Certification;Colleague,4,2,"Developer, full-stack",10 to 19 employees,EUR European Euro,NA,NA,Java;JavaScript;Node.js;Python;R;SQL;TypeScript,C++;Go;Java;JavaScript;Node.js;Python;R;SQL;TypeScript,Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,Couchbase;DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,Google Cloud Platform;Heroku,AWS;Google Cloud Platform,Angular;Django;Flask;React.js;Vue.js,Django;Flask;React.js,Hadoop;Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,Hadoop;Keras;NumPy;Pandas;React Native;TensorFlow;Torch/PyTorch,Docker;Git,Docker;Git;Terraform,IntelliJ;PyCharm;RStudio;Vim;Visual Studio Code,IntelliJ;PyCharm;RStudio;Vim;Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Easy,NA
1519,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Kenya,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,18,7,"Developer, back-end;System administrator","Just me - I am a freelancer, sole proprietor, etc.",USD	United States dollar,55000,Yearly,Bash/Shell;C#;C++;HTML/CSS;JavaScript;Python;SQL,Bash/Shell;C#;C++;HTML/CSS;JavaScript;Node.js;Python;Ruby;Rust;Scala;SQL;Swift,MySQL,MySQL;Redis;SQLite,DigitalOcean;Google Cloud Platform,AWS;DigitalOcean;Google Cloud Platform,NA,NA,NA,NA,Git,Git;Kubernetes,Atom;Vim;Visual Studio Code,Android Studio;Atom;Eclipse;Notepad++;Vim;Visual Studio Code;Xcode,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,Black or of African descent,None of the above,None of the above,Appropriate in length,Easy,55000
1520,I am a developer by profession,Employed full-time,United States of America,California,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Colleague",11,10,"Data scientist or machine learning specialist;Product manager;Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,USD	United States dollar,275000,Yearly,HTML/CSS;JavaScript;Python,Go;Python,MySQL;PostgreSQL;Redis;SQLite,Redis;SQLite,AWS;Google Cloud Platform,AWS;Google Cloud Platform,FastAPI;Flask;jQuery,FastAPI,Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,NumPy;Pandas;Torch/PyTorch,Docker;Git;Kubernetes,Docker;Git;Kubernetes,IPython/Jupyter;PyCharm;TextMate;Vim,IPython/Jupyter;PyCharm,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Too short,Easy,275000
1521,I am a developer by profession,Employed full-time,Finland,NA,NA,"Other doctoral degree (Ph.D., Ed.D., etc.)",11 - 17 years,Other (please specify):,20,6,"Data scientist or machine learning specialist;Developer, back-end;Academic researcher;Scientist;Data or business analyst",100 to 499 employees,EUR European Euro,NA,Monthly,C++;Python;SQL,NA,MySQL;SQLite,NA,AWS;Heroku,NA,Flask;React.js,NA,Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,NA,Git,NA,Notepad++;PyCharm;Visual Studio,NA,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,NA
1522,I am a developer by profession,"Not employed, but looking for work",India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,5,NA,"Developer, full-stack;Developer, back-end;DevOps specialist",NA,NA,NA,NA,JavaScript;Python,C++;Dart;Go;JavaScript;Node.js;Python,Firebase,DynamoDB;Firebase;MongoDB;PostgreSQL;Redis,Heroku,Google Cloud Platform;Heroku,Angular;Django;FastAPI;Flask,Angular;Django;FastAPI;Flask,Flutter,Flutter,Docker;Git,Docker;Git;Kubernetes,Android Studio;Visual Studio Code,Android Studio;PyCharm,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,I don't know,None of the above,None of the above,Appropriate in length,Easy,NA
1523,I am a developer by profession,Employed full-time,Spain,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",15,9,"Developer, mobile","5,000 to 9,999 employees",EUR European Euro,NA,Monthly,Swift,Swift,NA,NA,NA,NA,NA,NA,NA,NA,Git,Git,Sublime Text;Xcode,Sublime Text;Xcode,MacOS,Call a coworker or friend;Google it,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,NA,NA,Appropriate in length,Easy,NA
1524,I am a student who is learning to code,"Independent contractor, freelancer, or self-employed",Tunisia,NA,NA,"Associate degree (A.A., A.S., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague",3,NA,"Developer, mobile;Developer, desktop or enterprise applications;Student",NA,NA,NA,NA,C;HTML/CSS;Java;SQL,Java;Kotlin;Swift,Firebase,Firebase,Google Cloud Platform,Google Cloud Platform,NA,NA,NA,NA,NA,NA,Android Studio;Eclipse;IntelliJ;Visual Studio;Visual Studio Code,Android Studio;Xcode,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,"Or, in your own words:",Appropriate in length,Easy,NA
1525,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Virginia,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School,15,7,Other (please specify):,100 to 499 employees,USD	United States dollar,110000,Yearly,C#;Matlab,C#,NA,NA,NA,NA,NA,NA,.NET Framework,.NET Framework;.NET Core / .NET 5,Unity 3D,Unity 3D,Visual Studio,Visual Studio,Windows,Call a coworker or friend;Google it;Do other work and come back later,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,110000
1526,I am a developer by profession,Employed full-time,Canada,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Online Forum;Online Courses or Certification,13,10,"Developer, full-stack",10 to 19 employees,CAD	Canadian dollar,120000,Yearly,Go;HTML/CSS;JavaScript;Ruby;SQL,Go;JavaScript;SQL,PostgreSQL,PostgreSQL,Google Cloud Platform;Heroku,Google Cloud Platform,React.js;Ruby on Rails,React.js,NA,NA,Docker;Git;Kubernetes;Terraform,Docker;Git;Kubernetes;Terraform,Vim;Visual Studio Code,Vim;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,90758
1527,I code primarily as a hobby,"Independent contractor, freelancer, or self-employed",Peru,NA,NA,Some college/university study without earning a degree,11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Colleague",NA,NA,"Developer, front-end;Developer, back-end;Student;Designer;Product manager",NA,NA,NA,NA,Assembly;C;HTML/CSS;JavaScript;Kotlin;Node.js;Objective-C;PHP;Python;Ruby;SQL;Swift,HTML/CSS;JavaScript;PHP;Python;SQL;Swift,MariaDB;MySQL,MariaDB;MySQL,NA,NA,jQuery;React.js;Vue.js,NA,Apache Spark;React Native,Apache Spark;React Native,Unreal Engine,Unreal Engine,Android Studio;Atom;IntelliJ;IPython/Jupyter;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code;Xcode,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,I have an anxiety disorder,Appropriate in length,Easy,NA
1528,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member",30,12,"Developer, desktop or enterprise applications;Database administrator;Developer, embedded applications or devices;System administrator",2 to 9 employees,EUR European Euro,64000,Yearly,Bash/Shell;C#;Delphi;HTML/CSS;Java;JavaScript;Matlab;Node.js;Perl;PHP;PowerShell;Python;SQL;VBA,Bash/Shell;C;C#;C++;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;VBA,MariaDB;Microsoft SQL Server;MySQL;SQLite,MariaDB;Microsoft SQL Server,NA,NA,jQuery;Laravel;React.js;Vue.js,jQuery;Laravel,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Git,Docker;Git,Android Studio;Atom;Eclipse;Notepad++;Sublime Text;Vim;Visual Studio;Visual Studio Code,Android Studio;Notepad++;Sublime Text;Vim;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Daily or almost daily,Yes,A few times per week,NA,No,35-44 years old,Man,No,Bisexual,White or of European descent,None of the above,I have an anxiety disorder,Appropriate in length,Easy,69183
1529,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed",Belgium,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",14,10,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Designer;System administrator","Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,NA,NA,HTML/CSS;JavaScript;Node.js;PHP;SQL,HTML/CSS;JavaScript;Node.js;PHP;SQL,MariaDB;MySQL;SQLite,MariaDB;MySQL;SQLite,NA,NA,Drupal,Drupal,NA,NA,Git,Git,Vim,Vim,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,NA
1530,I am a developer by profession,Employed full-time,India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,8,Less than 1 year,"Developer, full-stack",100 to 499 employees,INR	Indian rupee,700000,Yearly,C;C++;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL,Go;Kotlin;R;TypeScript,MongoDB;MySQL,Cassandra;Firebase;PostgreSQL;Redis,Heroku,AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure,Express;Flask;jQuery;React.js,Angular;Django;Gatsby;Laravel;Svelte;Vue.js,NumPy;Pandas,Flutter;Keras;React Native;TensorFlow;Torch/PyTorch,Docker;Git;Yarn,Kubernetes;Unity 3D,Eclipse;IPython/Jupyter;NetBeans;Notepad++;Visual Studio Code,Android Studio;Atom;IntelliJ;Sublime Text;Vim,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, definitely",Yes,18-24 years old,Man,No,NA,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,9773
1531,I am a student who is learning to code,"Student, full-time",India,NA,NA,Primary/elementary school,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum",2,NA,NA,NA,NA,NA,NA,Dart;HTML/CSS;JavaScript;Node.js;Python;SQL,Dart;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;Swift;TypeScript,Firebase;SQLite,Firebase;MongoDB;MySQL;SQLite,Heroku,AWS;Heroku,Flask;jQuery;React.js,Django;Express;Flask;jQuery;React.js,Flutter;NumPy;Pandas;React Native,Flutter;Keras;NumPy;Pandas;React Native;TensorFlow,Git,Docker;Git,Android Studio;IntelliJ;IPython/Jupyter;Visual Studio,Android Studio;IntelliJ;IPython/Jupyter;Notepad++;Visual Studio;Xcode,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, somewhat",No,Under 18 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Easy,NA
1532,I am a developer by profession,Employed full-time,Spain,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Friend or family member,15,7,"Developer, front-end;Developer, full-stack","10,000 or more employees",EUR European Euro,30000,Yearly,HTML/CSS;Java;JavaScript;Node.js;TypeScript,HTML/CSS;Java;JavaScript;Node.js;TypeScript,NA,NA,AWS,AWS,Angular;jQuery;Spring,Angular;jQuery;Spring,NA,NA,Docker;Git,Git,Eclipse;Notepad++;Visual Studio Code,Eclipse;Notepad++;Visual Studio Code,Windows,Visit Stack Overflow;Play games;Panic;Visit another developer community (please name):,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,Prefer not to say,Prefer not to say,Too long,Difficult,32429
1533,I am a developer by profession,Employed full-time,United States of America,North Carolina,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Online Courses or Certification;Colleague",30,21,"Developer, front-end;Developer, full-stack;Engineer, data;Developer, back-end;Developer, QA or test;DevOps specialist;Data or business analyst;Engineering manager;Engineer, site reliability;System administrator;Product manager",20 to 99 employees,USD	United States dollar,NA,NA,Bash/Shell;HTML/CSS;JavaScript;Python;Rust;TypeScript,Bash/Shell;HTML/CSS;JavaScript;Python;Rust;TypeScript,MongoDB;PostgreSQL,MongoDB;PostgreSQL,DigitalOcean,AWS;DigitalOcean,FastAPI;Flask;Vue.js,FastAPI;Vue.js,NumPy;Pandas;Torch/PyTorch,NumPy;Pandas;Torch/PyTorch,Docker;Git,Ansible;Docker;Git;Terraform,Vim;Visual Studio Code,Vim;Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",Yes,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
1534,I am a developer by profession,Employed full-time,United States of America,New York,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Courses or Certification",10,9,"Engineer, data;Developer, back-end",500 to 999 employees,USD	United States dollar,240000,Yearly,Bash/Shell;Clojure;Python;SQL,Bash/Shell;Clojure;Erlang;Haskell;Python;Rust;Scala;SQL,Elasticsearch;PostgreSQL,Elasticsearch;Firebase;PostgreSQL,AWS,AWS;Google Cloud Platform;Heroku,Flask,FastAPI;Flask;Vue.js,NA,NA,Docker;Git;Kubernetes;Terraform,Docker;Git;Kubernetes;Terraform,Emacs;Sublime Text,Emacs;Sublime Text,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too short,Easy,240000
1535,I am a developer by profession,Employed full-time,United States of America,New Mexico,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification",34,31,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Developer, back-end;DevOps specialist;Data or business analyst;Designer","1,000 to 4,999 employees",USD	United States dollar,82000,Yearly,C#;HTML/CSS;SQL,C#;F#;HTML/CSS;Python;SQL,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET;jQuery,ASP.NET;ASP.NET Core ;jQuery,.NET Framework,.NET Framework;.NET Core / .NET 5,Git,Docker;Git;Kubernetes;Xamarin,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per week,"Yes, somewhat",Yes,65 years or older,Man,No,Straight / Heterosexual,White or of European descent;Biracial,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Too long,Easy,82000
1536,I am a developer by profession,"Not employed, but looking for work",India,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School,12,NA,NA,NA,NA,NA,NA,Bash/Shell;C++;Python,Java;Python;SQL,MySQL,Cassandra;Elasticsearch;Redis,NA,NA,NA,NA,Qt,Hadoop;NumPy;TensorFlow;Torch/PyTorch,Git,Docker;Git;Kubernetes,IPython/Jupyter;Sublime Text;Visual Studio Code,Eclipse;IPython/Jupyter;Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Woman,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,NA
1537,I am a student who is learning to code,I prefer not to say,Poland,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",5,NA,NA,NA,NA,NA,NA,C#;C++;HTML/CSS;JavaScript;Node.js;TypeScript,C#;C++;Go;HTML/CSS;JavaScript;Node.js;Python;Ruby;TypeScript,Firebase;MongoDB;MySQL;SQLite,Firebase;MongoDB;MySQL;SQLite,DigitalOcean;Google Cloud Platform,NA,Express;jQuery,Express;jQuery,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Docker;Git,Docker;Flow;Git;Unity 3D,Eclipse;IntelliJ;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Eclipse;IntelliJ;Notepad++;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,Under 18 years old,Man,No,NA,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
