Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
1467,I am a developer by profession,No,40,8,Yearly,180000,180000,United States,United States dollar,USD,Cassandra;DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis,Cassandra;DynamoDB;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,DevOps specialist,Some college/university study without earning a degree,Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;Office environment or company culture;Opportunities for professional development",Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Bash/Shell/PowerShell;Go;Python;Ruby;SQL;TypeScript,Bash/Shell/PowerShell;Go;Java;PHP;Python;Ruby;SQL,Ansible;Chef;Teraform,Chef;Teraform,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Somewhat important,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Directly asking current or past employees at the company",Once a year,Yes,Yes,Yes,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,MacOS,"1,000 to 4,999 employees",AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Slack Apps and Integrations,AWS;Docker;Kubernetes;Linux;MacOS;Slack Apps and Integrations,I have some influence,Straight / Heterosexual,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,Daily or almost daily,Easy,Too short,No,"A humanities discipline (such as literature, history, philosophy, etc.)",Django;Ruby on Rails,Django;Drupal;Laravel,Just as welcome now as I felt last year,40,25,15
1468,I am a developer by profession,Yes,32,17,Yearly,47000,50806,Germany,European Euro,EUR,Elasticsearch;Redis,IBM DB2;Microsoft SQL Server;PostgreSQL,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Woman,NA,Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",Java;SQL;TypeScript,HTML/CSS;Java;JavaScript;SQL,NA,NA,Confluence;Trello,Jira,No,Somewhat important,Somewhat important,Curious about other opportunities;Better compensation;Trouble with my teammates;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind)",Once a year,No,Yes,No,Rarely: 1-2 days per year or less,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow,Windows,20 to 99 employees,Docker;Kubernetes;Linux,Docker;Windows,I have little or no influence,Bisexual;Gay or Lesbian,Yes,"Yes, somewhat",A few times per month or weekly,Daily or almost daily,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Angular;jQuery;Spring;Vue.js,jQuery;Spring,Just as welcome now as I felt last year,40,9,7
1469,I am a developer by profession,Yes,33,11,Yearly,390000,390000,United States,United States dollar,USD,Firebase,Firebase,"Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,White or of European descent,Man,Flex time or a flexible schedule;How widely used or impactful my work output would be;Office environment or company culture,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Rust;TypeScript,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Rust;TypeScript,Unity 3D;Unreal Engine,NA,Github;Slack,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Not at all important/not necessary,Better compensation;Trouble with my direct manager;Trouble with leadership at my company;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",Once a year,No,Yes,No,Occasionally: 1-2 days per quarter but less than monthly,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Do other work and come back later,MacOS,"1,000 to 4,999 employees",Arduino;Slack Apps and Integrations,Arduino,I have little or no influence,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,A few times per month or weekly,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",React.js,React.js,Just as welcome now as I felt last year,40,22,10
1470,I am a developer by profession,No,29,14,Monthly,9e+07,25656,Iran,Iranian rial,IRR,Elasticsearch;MongoDB;MySQL;PostgreSQL,Elasticsearch;MongoDB;MySQL;PostgreSQL,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Middle Eastern,Man,Financial performance or funding status of the company or organization;How widely used or impactful my work output would be;Office environment or company culture,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Go;JavaScript;PHP;SQL,Go;JavaScript;PHP;SQL,Ansible,Ansible;TensorFlow,Jira;Github;Gitlab;Microsoft Azure,Jira;Github;Gitlab;Slack;Microsoft Azure,No,Extremely important,Not at all important/not necessary,Wanting to share accomplishments with a wider network;Better work/life balance;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Every few months,Yes,Yes,No,Rarely: 1-2 days per year or less,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Go for a walk or other physical activity;Panic;Watch help / tutorial videos,MacOS,20 to 99 employees,AWS;Linux;Raspberry Pi;WordPress,AWS;Linux;Raspberry Pi;WordPress,I have a great deal of influence,NA,Yes,"Yes, somewhat",Daily or almost daily,Multiple times per day,Easy,Too long,No,"Information systems, information technology, or system administration",jQuery;Laravel;React.js;Vue.js,jQuery;Laravel;Vue.js,A lot more welcome now than last year,12,14,10
1471,I am a developer by profession,Yes,34,20,Yearly,42000,45401,France,European Euro,EUR,Microsoft SQL Server;Redis,Microsoft SQL Server,"Developer, back-end;Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,White or of European descent,Man,Flex time or a flexible schedule;How widely used or impactful my work output would be;Office environment or company culture,Very satisfied,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;TypeScript,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;Python,NA,NA,"Github;Gitlab;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)","Github;Gitlab;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",No,Somewhat important,Somewhat important,Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,Directly asking current or past employees at the company,Every few months,No,Yes,Yes,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Windows,100 to 499 employees,Docker;Kubernetes;Microsoft Azure,Docker;Kubernetes;Microsoft Azure,I have some influence,Straight / Heterosexual;Queer,Yes,"Yes, somewhat",Less than once per month or monthly,A few times per week,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Angular;Spring;Vue.js,Spring;Vue.js,Just as welcome now as I felt last year,37,14,8
1472,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,65,15,Yearly,48000,51887,Netherlands,European Euro,EUR,SQLite,SQLite,"Developer, desktop or enterprise applications;Developer, embedded applications or devices","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,White or of European descent,Man,NA,Neither satisfied nor dissatisfied,I am not interested in new job opportunities,C#;C++;HTML/CSS,C#;C++,.NET;Xamarin,.NET;Xamarin,Github,Github,No,Neutral,Not at all important/not necessary,NA,NA,Once every few years,Yes,No,Yes,Never,NA,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Do other work and come back later,Windows,500 to 999 employees,Arduino;Windows,Android;Arduino;Windows,I have little or no influence,Straight / Heterosexual,Yes,"Yes, somewhat",Less than once per month or monthly,Daily or almost daily,Easy,Appropriate in length,No,NA,NA,NA,Just as welcome now as I felt last year,32,20,5
1473,I am a developer by profession,No,31,13,Yearly,NA,NA,United States,United States dollar,USD,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Data or business analyst,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,White or of European descent,Man,NA,Very satisfied,I am not interested in new job opportunities,HTML/CSS;JavaScript;PHP;Python;SQL,HTML/CSS;JavaScript;PHP;SQL,NA,NA,Jira,Microsoft Teams,No,NA,Somewhat important,NA,NA,Once a year,No,Onboarding? What onboarding?,No,Occasionally: 1-2 days per quarter but less than monthly,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Meditate;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,Windows,"10,000 or more employees",NA,NA,I have little or no influence,Straight / Heterosexual,Yes,Neutral,A few times per month or weekly,Multiple times per day,Difficult,Too long,No,"A social science (such as anthropology, psychology, political science, etc.)",NA,NA,Just as welcome now as I felt last year,40,10,6
1474,I am a student who is learning to code,Yes,20,12,NA,NA,NA,United States,NA,NA,NA,Cassandra;PostgreSQL,NA,Some college/university study without earning a degree,Student,White or of European descent,Man,Flex time or a flexible schedule;How widely used or impactful my work output would be;Office environment or company culture,NA,"I’m not actively looking, but I am open to new opportunities",C#;C++;Python,C++;HTML/CSS;Python;R;SQL,Pandas;Unity 3D;Unreal Engine,Pandas;Unreal Engine,Confluence;Jira;Gitlab;Slack,Confluence;Jira;Gitlab;Slack;Microsoft Azure,NA,NA,NA,NA,NA,Every few months,Yes,NA,No,NA,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Windows,NA,Docker;Google Cloud Platform;Slack Apps and Integrations,Docker;Microsoft Azure;Slack Apps and Integrations,NA,Straight / Heterosexual,Yes,Neutral,Less than once per month or monthly,Multiple times per day,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Django;Flask,Flask,Just as welcome now as I felt last year,NA,4,NA
1475,I am a developer by profession,Yes,37,14,Yearly,74986,74986,United States,United States dollar,USD,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Microsoft SQL Server;MySQL;SQLite,"Designer;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,Flex time or a flexible schedule;Remote work options;Family friendliness,Very satisfied,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;JavaScript;Python,HTML/CSS;JavaScript;PHP;Python;SQL,NA,NA,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)","Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",No,Extremely important,Not at all important/not necessary,Just because;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Looking to relocate,"Read other media like news articles, founder profiles, etc. about the company",Every few months,No,Onboarding? What onboarding?,No,Occasionally: 1-2 days per quarter but less than monthly,Ask developers I know/work with,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,MacOS,"1,000 to 4,999 employees",Docker;Google Cloud Platform;Heroku;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,Docker;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations;WordPress,I have some influence,Straight / Heterosexual,Yes,"Yes, definitely",Less than once per month or monthly,Multiple times per day,Easy,Appropriate in length,No,"A social science (such as anthropology, psychology, political science, etc.)",Django;Vue.js,Django;Flask;Laravel;Vue.js,Just as welcome now as I felt last year,40,15,5
1476,I am a developer by profession,Yes,NA,11,Yearly,55000,59454,Germany,European Euro,EUR,Firebase;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Firebase;MongoDB;MySQL;PostgreSQL;Redis;SQLite,"Developer, back-end;Developer, embedded applications or devices;Developer, full-stack;DevOps specialist;System administrator","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",Bash/Shell/PowerShell;C++;Go;HTML/CSS;Java;JavaScript;Python;SQL,Bash/Shell/PowerShell;C++;Go;HTML/CSS;Java;JavaScript;Python;SQL,Teraform,Node.js;Teraform,Gitlab,Confluence;Jira;Github;Microsoft Teams;Trello,No,Somewhat important,Very important,Curious about other opportunities;Better compensation;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Every few months,No,Onboarding? What onboarding?,No,Rarely: 1-2 days per year or less,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow,Windows,"5,000 to 9,999 employees",Arduino;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi,Arduino;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Windows,I have some influence,Straight / Heterosexual,Yes,"No, not really",A few times per week,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",Flask;React.js,Flask;React.js;Spring;Vue.js,Just as welcome now as I felt last year,40,6,2
1477,I am a developer by profession,Yes,24,18,Monthly,NA,NA,India,Indian rupee,INR,Firebase;MySQL;PostgreSQL;Redis;SQLite,Firebase;MySQL;Redis;SQLite,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Product manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,South Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Financial performance or funding status of the company or organization",Very satisfied,"I’m not actively looking, but I am open to new opportunities",Dart;HTML/CSS;JavaScript;PHP;Python;SQL;Swift,HTML/CSS;JavaScript;PHP;SQL,Flutter;Node.js;React Native,Flutter;Node.js;React Native;Unity 3D,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams","Github;Gitlab;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",No,Neutral,Critically important,Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Publicly available financial information (e.g. Crunchbase);Personal network - friends or family",Every few months,No,Yes,Yes,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Visit developer communities like Stack Overflow,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Play games;Visit Stack Overflow;Go for a walk or other physical activity,MacOS,10 to 19 employees,Android;Google Cloud Platform;Heroku;iOS;Linux;MacOS;Windows;WordPress,Android;Google Cloud Platform;Heroku;iOS;Linux;MacOS;Windows,I have a great deal of influence,NA,Yes,"Yes, definitely",Multiple times per day,Multiple times per day,Easy,Too long,No,"Computer science, computer engineering, or software engineering",Django;Express;jQuery;Laravel;React.js;Vue.js,Django;Express;jQuery;Laravel;React.js;Vue.js,Somewhat less welcome now than last year,40,14,8
1478,I am a developer by profession,Yes,NA,12,Yearly,85000,85000,United States,United States dollar,USD,MySQL,MySQL;PostgreSQL,"Academic researcher;Developer, back-end;Developer, front-end;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,Flex time or a flexible schedule;Financial performance or funding status of the company or organization;Opportunities for professional development,Very satisfied,"I’m not actively looking, but I am open to new opportunities",Go;JavaScript;Ruby;Rust,JavaScript;Ruby,Node.js;React Native;TensorFlow;Teraform,NA,Confluence;Jira;Github;Slack;Trello;Stack Overflow for Teams,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",No,Somewhat important,Very important,Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once a year,Yes,Yes,No,Occasionally: 1-2 days per quarter but less than monthly,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,MacOS,100 to 499 employees,Docker;iOS;MacOS,AWS;Docker;MacOS,I have little or no influence,Bisexual;Queer,Yes,"No, not really",A few times per month or weekly,Multiple times per day,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Express;React.js;Ruby on Rails,React.js;Ruby on Rails,Just as welcome now as I felt last year,40,4,2
1479,I am a developer by profession,No,25,16,Yearly,128000,29321,Brazil,Brazilian real,BRL,PostgreSQL,PostgreSQL,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Black or of African descent;Hispanic or Latino/a/x,Man,Diversity of the company or organization;How widely used or impactful my work output would be;Office environment or company culture,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Ruby,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;Ruby,NA,Node.js,"Confluence;Github;Slack;Trello;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Yes,Extremely important,Critically important,Better compensation;Trouble with leadership at my company;Better work/life balance;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Personal network - friends or family;Directly asking current or past employees at the company",Once every few years,NA,No,No,Occasionally: 1-2 days per quarter but less than monthly,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,MacOS,"1,000 to 4,999 employees",Docker;Google Cloud Platform,Docker;Google Cloud Platform;Heroku,I have little or no influence,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,A few times per month or weekly,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Ruby on Rails,React.js;Ruby on Rails,Just as welcome now as I felt last year,40,8,4
1480,I am a developer by profession,Yes,25,8,Yearly,76092,76092,United States,United States dollar,USD,NA,Microsoft SQL Server,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,Remote work options;How widely used or impactful my work output would be;Office environment or company culture,Very satisfied,I am not interested in new job opportunities,TypeScript,C#;HTML/CSS;JavaScript;Python;SQL,.NET;.NET Core;Unity 3D;Xamarin,.NET,"Github;Gitlab;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc);Stack Overflow for Teams","Jira;Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",Yes,Somewhat important,Very important,Just because;Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family",Once a year,No,Yes,Yes,Rarely: 1-2 days per year or less,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Play games;Call a coworker or friend;Do other work and come back later,Windows,"10,000 or more employees",Android;Microsoft Azure;Raspberry Pi,Microsoft Azure;Raspberry Pi,I have little or no influence,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,Multiple times per day,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",ASP.NET;ASP.NET Core;jQuery;Vue.js,Angular.js;ASP.NET;jQuery,Somewhat more welcome now than last year,40,6,3
1481,I am a developer by profession,No,NA,12,Monthly,NA,NA,Spain,European Euro,EUR,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Microsoft SQL Server;PostgreSQL,"Developer, full-stack",Some college/university study without earning a degree,Employed full-time,Biracial,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with",Very dissatisfied,I am not interested in new job opportunities,C#;HTML/CSS;SQL,C#;HTML/CSS;SQL,.NET Core;Hadoop;React Native,.NET Core;React Native,Github;Microsoft Azure,NA,Yes,Somewhat important,Somewhat important,Having a bad day (or week or month) at work;Better compensation,"Read company media, such as employee blogs or company culture videos",Once a year,Yes,Yes,Yes,Never,NA,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow,Windows,20 to 99 employees,NA,NA,I have little or no influence,Straight / Heterosexual,Yes,"Yes, definitely",Less than once per month or monthly,Multiple times per day,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Angular;ASP.NET Core,Angular;ASP.NET Core,Somewhat more welcome now than last year,40,15,5
1482,I am a developer by profession,Yes,24,15,Yearly,80000,80000,United States,United States dollar,USD,NA,SQLite,"Data or business analyst;Database administrator;Developer, back-end;Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,Industry that I’d be working in;How widely used or impactful my work output would be;Opportunities for professional development,Very satisfied,I am not interested in new job opportunities,JavaScript;Rust,C#;Java,NA,.NET;Node.js;React Native,NA,Confluence;Jira;Slack,Yes,Extremely important,Fairly important,NA,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase)",Once every few years,No,Yes,No,Often: 1-2 days per week or more,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,Windows,20 to 99 employees,NA,iOS;Windows,I have little or no influence,Straight / Heterosexual,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,Daily or almost daily,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",NA,ASP.NET;React.js,Just as welcome now as I felt last year,45,6,1
1483,I am a developer by profession,Yes,43,10,Monthly,14000,38484,Brazil,Brazilian real,BRL,NA,SQLite,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,White or of European descent,Man,Flex time or a flexible schedule;Office environment or company culture;Opportunities for professional development,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Kotlin;Swift,C;C++;HTML/CSS;JavaScript;Python,Flutter,Node.js,Slack,"Jira;Gitlab;Google Suite (Docs, Meet, etc)",No,Extremely important,Critically important,Better compensation;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once every few years,No,Onboarding? What onboarding?,No,Sometimes: 1-2 days per month but less than weekly,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,MacOS,2 to 9 employees,Android,AWS;Google Cloud Platform;Linux;MacOS,I have little or no influence,Straight / Heterosexual,Yes,"Yes, definitely",Daily or almost daily,Multiple times per day,Easy,Too short,No,"Computer science, computer engineering, or software engineering",NA,Angular;React.js,Just as welcome now as I felt last year,8,26,19
1484,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,31,21,Weekly,170000,2e+06,United States,United States dollar,USD,NA,NA,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,South Asian,Man,"Diversity of the company or organization;Languages, frameworks, and other technologies I’d be working with;Remote work options",Neither satisfied nor dissatisfied,I am actively looking for a job,JavaScript;TypeScript,JavaScript;TypeScript,Node.js,Node.js,Confluence;Jira;Github,Confluence;Jira;Github,Yes,Extremely important,Fairly important,Wanting to share accomplishments with a wider network,"Read company media, such as employee blogs or company culture videos",Once every few years,No,Yes,Yes,Occasionally: 1-2 days per quarter but less than monthly,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Meditate;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,MacOS,100 to 499 employees,Docker;Heroku;MacOS;Windows,Docker;Heroku;MacOS;Windows,I have little or no influence,NA,Yes,Neutral,Less than once per month or monthly,A few times per week,Neither easy nor difficult,Appropriate in length,NA,"Computer science, computer engineering, or software engineering",jQuery;React.js,jQuery;React.js,A lot less welcome now than last year,NA,10,8
